1088
(0, 1)
(1, 0)
(0, 17)
(17, 0)
(1, 2)
(2, 1)
(1, 18)
(18, 1)
(2, 3)
(3, 2)
(2, 19)
(19, 2)
(3, 4)
(4, 3)
(3, 20)
(20, 3)
(4, 5)
(5, 4)
(4, 21)
(21, 4)
(5, 6)
(6, 5)
(5, 22)
(22, 5)
(6, 7)
(7, 6)
(6, 23)
(23, 6)
(7, 8)
(8, 7)
(7, 24)
(24, 7)
(8, 9)
(9, 8)
(8, 25)
(25, 8)
(9, 10)
(10, 9)
(9, 26)
(26, 9)
(10, 11)
(11, 10)
(10, 27)
(27, 10)
(11, 12)
(12, 11)
(11, 28)
(28, 11)
(12, 13)
(13, 12)
(12, 29)
(29, 12)
(13, 14)
(14, 13)
(13, 30)
(30, 13)
(14, 15)
(15, 14)
(14, 31)
(31, 14)
(15, 16)
(16, 15)
(15, 32)
(32, 15)
(16, 33)
(33, 16)
(17, 18)
(18, 17)
(17, 34)
(34, 17)
(18, 19)
(19, 18)
(18, 35)
(35, 18)
(19, 20)
(20, 19)
(19, 36)
(36, 19)
(20, 21)
(21, 20)
(20, 37)
(37, 20)
(21, 22)
(22, 21)
(21, 38)
(38, 21)
(22, 23)
(23, 22)
(22, 39)
(39, 22)
(23, 24)
(24, 23)
(23, 40)
(40, 23)
(24, 25)
(25, 24)
(24, 41)
(41, 24)
(25, 26)
(26, 25)
(25, 42)
(42, 25)
(26, 27)
(27, 26)
(26, 43)
(43, 26)
(27, 28)
(28, 27)
(27, 44)
(44, 27)
(28, 29)
(29, 28)
(28, 45)
(45, 28)
(29, 30)
(30, 29)
(29, 46)
(46, 29)
(30, 31)
(31, 30)
(30, 47)
(47, 30)
(31, 32)
(32, 31)
(31, 48)
(48, 31)
(32, 33)
(33, 32)
(32, 49)
(49, 32)
(33, 50)
(50, 33)
(34, 35)
(35, 34)
(34, 51)
(51, 34)
(35, 36)
(36, 35)
(35, 52)
(52, 35)
(36, 37)
(37, 36)
(36, 53)
(53, 36)
(37, 38)
(38, 37)
(37, 54)
(54, 37)
(38, 39)
(39, 38)
(38, 55)
(55, 38)
(39, 40)
(40, 39)
(39, 56)
(56, 39)
(40, 41)
(41, 40)
(40, 57)
(57, 40)
(41, 42)
(42, 41)
(41, 58)
(58, 41)
(42, 43)
(43, 42)
(42, 59)
(59, 42)
(43, 44)
(44, 43)
(43, 60)
(60, 43)
(44, 45)
(45, 44)
(44, 61)
(61, 44)
(45, 46)
(46, 45)
(45, 62)
(62, 45)
(46, 47)
(47, 46)
(46, 63)
(63, 46)
(47, 48)
(48, 47)
(47, 64)
(64, 47)
(48, 49)
(49, 48)
(48, 65)
(65, 48)
(49, 50)
(50, 49)
(49, 66)
(66, 49)
(50, 67)
(67, 50)
(51, 52)
(52, 51)
(51, 68)
(68, 51)
(52, 53)
(53, 52)
(52, 69)
(69, 52)
(53, 54)
(54, 53)
(53, 70)
(70, 53)
(54, 55)
(55, 54)
(54, 71)
(71, 54)
(55, 56)
(56, 55)
(55, 72)
(72, 55)
(56, 57)
(57, 56)
(56, 73)
(73, 56)
(57, 58)
(58, 57)
(57, 74)
(74, 57)
(58, 59)
(59, 58)
(58, 75)
(75, 58)
(59, 60)
(60, 59)
(59, 76)
(76, 59)
(60, 61)
(61, 60)
(60, 77)
(77, 60)
(61, 62)
(62, 61)
(61, 78)
(78, 61)
(62, 63)
(63, 62)
(62, 79)
(79, 62)
(63, 64)
(64, 63)
(63, 80)
(80, 63)
(64, 65)
(65, 64)
(64, 81)
(81, 64)
(65, 66)
(66, 65)
(65, 82)
(82, 65)
(66, 67)
(67, 66)
(66, 83)
(83, 66)
(67, 84)
(84, 67)
(68, 69)
(69, 68)
(68, 85)
(85, 68)
(69, 70)
(70, 69)
(69, 86)
(86, 69)
(70, 71)
(71, 70)
(70, 87)
(87, 70)
(71, 72)
(72, 71)
(71, 88)
(88, 71)
(72, 73)
(73, 72)
(72, 89)
(89, 72)
(73, 74)
(74, 73)
(73, 90)
(90, 73)
(74, 75)
(75, 74)
(74, 91)
(91, 74)
(75, 76)
(76, 75)
(75, 92)
(92, 75)
(76, 77)
(77, 76)
(76, 93)
(93, 76)
(77, 78)
(78, 77)
(77, 94)
(94, 77)
(78, 79)
(79, 78)
(78, 95)
(95, 78)
(79, 80)
(80, 79)
(79, 96)
(96, 79)
(80, 81)
(81, 80)
(80, 97)
(97, 80)
(81, 82)
(82, 81)
(81, 98)
(98, 81)
(82, 83)
(83, 82)
(82, 99)
(99, 82)
(83, 84)
(84, 83)
(83, 100)
(100, 83)
(84, 101)
(101, 84)
(85, 86)
(86, 85)
(85, 102)
(102, 85)
(86, 87)
(87, 86)
(86, 103)
(103, 86)
(87, 88)
(88, 87)
(87, 104)
(104, 87)
(88, 89)
(89, 88)
(88, 105)
(105, 88)
(89, 90)
(90, 89)
(89, 106)
(106, 89)
(90, 91)
(91, 90)
(90, 107)
(107, 90)
(91, 92)
(92, 91)
(91, 108)
(108, 91)
(92, 93)
(93, 92)
(92, 109)
(109, 92)
(93, 94)
(94, 93)
(93, 110)
(110, 93)
(94, 95)
(95, 94)
(94, 111)
(111, 94)
(95, 96)
(96, 95)
(95, 112)
(112, 95)
(96, 97)
(97, 96)
(96, 113)
(113, 96)
(97, 98)
(98, 97)
(97, 114)
(114, 97)
(98, 99)
(99, 98)
(98, 115)
(115, 98)
(99, 100)
(100, 99)
(99, 116)
(116, 99)
(100, 101)
(101, 100)
(100, 117)
(117, 100)
(101, 118)
(118, 101)
(102, 103)
(103, 102)
(102, 119)
(119, 102)
(103, 104)
(104, 103)
(103, 120)
(120, 103)
(104, 105)
(105, 104)
(104, 121)
(121, 104)
(105, 106)
(106, 105)
(105, 122)
(122, 105)
(106, 107)
(107, 106)
(106, 123)
(123, 106)
(107, 108)
(108, 107)
(107, 124)
(124, 107)
(108, 109)
(109, 108)
(108, 125)
(125, 108)
(109, 110)
(110, 109)
(109, 126)
(126, 109)
(110, 111)
(111, 110)
(110, 127)
(127, 110)
(111, 112)
(112, 111)
(111, 128)
(128, 111)
(112, 113)
(113, 112)
(112, 129)
(129, 112)
(113, 114)
(114, 113)
(113, 130)
(130, 113)
(114, 115)
(115, 114)
(114, 131)
(131, 114)
(115, 116)
(116, 115)
(115, 132)
(132, 115)
(116, 117)
(117, 116)
(116, 133)
(133, 116)
(117, 118)
(118, 117)
(117, 134)
(134, 117)
(118, 135)
(135, 118)
(119, 120)
(120, 119)
(119, 136)
(136, 119)
(120, 121)
(121, 120)
(120, 137)
(137, 120)
(121, 122)
(122, 121)
(121, 138)
(138, 121)
(122, 123)
(123, 122)
(122, 139)
(139, 122)
(123, 124)
(124, 123)
(123, 140)
(140, 123)
(124, 125)
(125, 124)
(124, 141)
(141, 124)
(125, 126)
(126, 125)
(125, 142)
(142, 125)
(126, 127)
(127, 126)
(126, 143)
(143, 126)
(127, 128)
(128, 127)
(127, 144)
(144, 127)
(128, 129)
(129, 128)
(128, 145)
(145, 128)
(129, 130)
(130, 129)
(129, 146)
(146, 129)
(130, 131)
(131, 130)
(130, 147)
(147, 130)
(131, 132)
(132, 131)
(131, 148)
(148, 131)
(132, 133)
(133, 132)
(132, 149)
(149, 132)
(133, 134)
(134, 133)
(133, 150)
(150, 133)
(134, 135)
(135, 134)
(134, 151)
(151, 134)
(135, 152)
(152, 135)
(136, 137)
(137, 136)
(136, 153)
(153, 136)
(137, 138)
(138, 137)
(137, 154)
(154, 137)
(138, 139)
(139, 138)
(138, 155)
(155, 138)
(139, 140)
(140, 139)
(139, 156)
(156, 139)
(140, 141)
(141, 140)
(140, 157)
(157, 140)
(141, 142)
(142, 141)
(141, 158)
(158, 141)
(142, 143)
(143, 142)
(142, 159)
(159, 142)
(143, 144)
(144, 143)
(143, 160)
(160, 143)
(144, 145)
(145, 144)
(144, 161)
(161, 144)
(145, 146)
(146, 145)
(145, 162)
(162, 145)
(146, 147)
(147, 146)
(146, 163)
(163, 146)
(147, 148)
(148, 147)
(147, 164)
(164, 147)
(148, 149)
(149, 148)
(148, 165)
(165, 148)
(149, 150)
(150, 149)
(149, 166)
(166, 149)
(150, 151)
(151, 150)
(150, 167)
(167, 150)
(151, 152)
(152, 151)
(151, 168)
(168, 151)
(152, 169)
(169, 152)
(153, 154)
(154, 153)
(153, 170)
(170, 153)
(154, 155)
(155, 154)
(154, 171)
(171, 154)
(155, 156)
(156, 155)
(155, 172)
(172, 155)
(156, 157)
(157, 156)
(156, 173)
(173, 156)
(157, 158)
(158, 157)
(157, 174)
(174, 157)
(158, 159)
(159, 158)
(158, 175)
(175, 158)
(159, 160)
(160, 159)
(159, 176)
(176, 159)
(160, 161)
(161, 160)
(160, 177)
(177, 160)
(161, 162)
(162, 161)
(161, 178)
(178, 161)
(162, 163)
(163, 162)
(162, 179)
(179, 162)
(163, 164)
(164, 163)
(163, 180)
(180, 163)
(164, 165)
(165, 164)
(164, 181)
(181, 164)
(165, 166)
(166, 165)
(165, 182)
(182, 165)
(166, 167)
(167, 166)
(166, 183)
(183, 166)
(167, 168)
(168, 167)
(167, 184)
(184, 167)
(168, 169)
(169, 168)
(168, 185)
(185, 168)
(169, 186)
(186, 169)
(170, 171)
(171, 170)
(170, 187)
(187, 170)
(171, 172)
(172, 171)
(171, 188)
(188, 171)
(172, 173)
(173, 172)
(172, 189)
(189, 172)
(173, 174)
(174, 173)
(173, 190)
(190, 173)
(174, 175)
(175, 174)
(174, 191)
(191, 174)
(175, 176)
(176, 175)
(175, 192)
(192, 175)
(176, 177)
(177, 176)
(176, 193)
(193, 176)
(177, 178)
(178, 177)
(177, 194)
(194, 177)
(178, 179)
(179, 178)
(178, 195)
(195, 178)
(179, 180)
(180, 179)
(179, 196)
(196, 179)
(180, 181)
(181, 180)
(180, 197)
(197, 180)
(181, 182)
(182, 181)
(181, 198)
(198, 181)
(182, 183)
(183, 182)
(182, 199)
(199, 182)
(183, 184)
(184, 183)
(183, 200)
(200, 183)
(184, 185)
(185, 184)
(184, 201)
(201, 184)
(185, 186)
(186, 185)
(185, 202)
(202, 185)
(186, 203)
(203, 186)
(187, 188)
(188, 187)
(187, 204)
(204, 187)
(188, 189)
(189, 188)
(188, 205)
(205, 188)
(189, 190)
(190, 189)
