81
(0, 0, 0, 5, 5)
(1, 0, 75, 5, 5)
(2, 0, 150, 5, 5)
(3, 0, 225, 5, 5)
(4, 0, 300, 5, 5)
(5, 0, 375, 5, 5)
(6, 0, 450, 5, 5)
(7, 0, 525, 5, 5)
(8, 0, 600, 5, 5)
(9, 75, 0, 5, 5)
(10, 75, 75, 5, 5)
(11, 75, 150, 5, 5)
(12, 75, 225, 5, 5)
(13, 75, 300, 5, 5)
(14, 75, 375, 5, 5)
(15, 75, 450, 5, 5)
(16, 75, 525, 5, 5)
(17, 75, 600, 5, 5)
(18, 150, 0, 5, 5)
(19, 150, 75, 5, 5)
(20, 150, 150, 5, 5)
(21, 150, 225, 5, 5)
(22, 150, 300, 5, 5)
(23, 150, 375, 5, 5)
(24, 150, 450, 5, 5)
(25, 150, 525, 5, 5)
(26, 150, 600, 5, 5)
(27, 225, 0, 5, 5)
(28, 225, 75, 5, 5)
(29, 225, 150, 5, 5)
(30, 225, 225, 5, 5)
(31, 225, 300, 5, 5)
(32, 225, 375, 5, 5)
(33, 225, 450, 5, 5)
(34, 225, 525, 5, 5)
(35, 225, 600, 5, 5)
(36, 300, 0, 5, 5)
(37, 300, 75, 5, 5)
(38, 300, 150, 5, 5)
(39, 300, 225, 5, 5)
(40, 300, 300, 5, 5)
(41, 300, 375, 5, 5)
(42, 300, 450, 5, 5)
(43, 300, 525, 5, 5)
(44, 300, 600, 5, 5)
(45, 375, 0, 5, 5)
(46, 375, 75, 5, 5)
(47, 375, 150, 5, 5)
(48, 375, 225, 5, 5)
(49, 375, 300, 5, 5)
(50, 375, 375, 5, 5)
(51, 375, 450, 5, 5)
(52, 375, 525, 5, 5)
(53, 375, 600, 5, 5)
(54, 450, 0, 5, 5)
(55, 450, 75, 5, 5)
(56, 450, 150, 5, 5)
(57, 450, 225, 5, 5)
(58, 450, 300, 5, 5)
(59, 450, 375, 5, 5)
(60, 450, 450, 5, 5)
(61, 450, 525, 5, 5)
(62, 450, 600, 5, 5)
(63, 525, 0, 5, 5)
(64, 525, 75, 5, 5)
(65, 525, 150, 5, 5)
(66, 525, 225, 5, 5)
(67, 525, 300, 5, 5)
(68, 525, 375, 5, 5)
(69, 525, 450, 5, 5)
(70, 525, 525, 5, 5)
(71, 525, 600, 5, 5)
(72, 600, 0, 5, 5)
(73, 600, 75, 5, 5)
(74, 600, 150, 5, 5)
(75, 600, 225, 5, 5)
(76, 600, 300, 5, 5)
(77, 600, 375, 5, 5)
(78, 600, 450, 5, 5)
(79, 600, 525, 5, 5)
(80, 600, 600, 5, 5)
