289
(0, 0, 0, 5, 5)
(1, 0, 37, 5, 5)
(2, 0, 74, 5, 5)
(3, 0, 111, 5, 5)
(4, 0, 148, 5, 5)
(5, 0, 185, 5, 5)
(6, 0, 222, 5, 5)
(7, 0, 259, 5, 5)
(8, 0, 296, 5, 5)
(9, 0, 333, 5, 5)
(10, 0, 370, 5, 5)
(11, 0, 407, 5, 5)
(12, 0, 444, 5, 5)
(13, 0, 481, 5, 5)
(14, 0, 518, 5, 5)
(15, 0, 555, 5, 5)
(16, 0, 592, 5, 5)
(17, 37, 0, 5, 5)
(18, 37, 37, 5, 5)
(19, 37, 74, 5, 5)
(20, 37, 111, 5, 5)
(21, 37, 148, 5, 5)
(22, 37, 185, 5, 5)
(23, 37, 222, 5, 5)
(24, 37, 259, 5, 5)
(25, 37, 296, 5, 5)
(26, 37, 333, 5, 5)
(27, 37, 370, 5, 5)
(28, 37, 407, 5, 5)
(29, 37, 444, 5, 5)
(30, 37, 481, 5, 5)
(31, 37, 518, 5, 5)
(32, 37, 555, 5, 5)
(33, 37, 592, 5, 5)
(34, 74, 0, 5, 5)
(35, 74, 37, 5, 5)
(36, 74, 74, 5, 5)
(37, 74, 111, 5, 5)
(38, 74, 148, 5, 5)
(39, 74, 185, 5, 5)
(40, 74, 222, 5, 5)
(41, 74, 259, 5, 5)
(42, 74, 296, 5, 5)
(43, 74, 333, 5, 5)
(44, 74, 370, 5, 5)
(45, 74, 407, 5, 5)
(46, 74, 444, 5, 5)
(47, 74, 481, 5, 5)
(48, 74, 518, 5, 5)
(49, 74, 555, 5, 5)
(50, 74, 592, 5, 5)
(51, 111, 0, 5, 5)
(52, 111, 37, 5, 5)
(53, 111, 74, 5, 5)
(54, 111, 111, 5, 5)
(55, 111, 148, 5, 5)
(56, 111, 185, 5, 5)
(57, 111, 222, 5, 5)
(58, 111, 259, 5, 5)
(59, 111, 296, 5, 5)
(60, 111, 333, 5, 5)
(61, 111, 370, 5, 5)
(62, 111, 407, 5, 5)
(63, 111, 444, 5, 5)
(64, 111, 481, 5, 5)
(65, 111, 518, 5, 5)
(66, 111, 555, 5, 5)
(67, 111, 592, 5, 5)
(68, 148, 0, 5, 5)
(69, 148, 37, 5, 5)
(70, 148, 74, 5, 5)
(71, 148, 111, 5, 5)
(72, 148, 148, 5, 5)
(73, 148, 185, 5, 5)
(74, 148, 222, 5, 5)
(75, 148, 259, 5, 5)
(76, 148, 296, 5, 5)
(77, 148, 333, 5, 5)
(78, 148, 370, 5, 5)
(79, 148, 407, 5, 5)
(80, 148, 444, 5, 5)
(81, 148, 481, 5, 5)
(82, 148, 518, 5, 5)
(83, 148, 555, 5, 5)
(84, 148, 592, 5, 5)
(85, 185, 0, 5, 5)
(86, 185, 37, 5, 5)
(87, 185, 74, 5, 5)
(88, 185, 111, 5, 5)
(89, 185, 148, 5, 5)
(90, 185, 185, 5, 5)
(91, 185, 222, 5, 5)
(92, 185, 259, 5, 5)
(93, 185, 296, 5, 5)
(94, 185, 333, 5, 5)
(95, 185, 370, 5, 5)
(96, 185, 407, 5, 5)
(97, 185, 444, 5, 5)
(98, 185, 481, 5, 5)
(99, 185, 518, 5, 5)
(100, 185, 555, 5, 5)
(101, 185, 592, 5, 5)
(102, 222, 0, 5, 5)
(103, 222, 37, 5, 5)
(104, 222, 74, 5, 5)
(105, 222, 111, 5, 5)
(106, 222, 148, 5, 5)
(107, 222, 185, 5, 5)
(108, 222, 222, 5, 5)
(109, 222, 259, 5, 5)
(110, 222, 296, 5, 5)
(111, 222, 333, 5, 5)
(112, 222, 370, 5, 5)
(113, 222, 407, 5, 5)
(114, 222, 444, 5, 5)
(115, 222, 481, 5, 5)
(116, 222, 518, 5, 5)
(117, 222, 555, 5, 5)
(118, 222, 592, 5, 5)
(119, 259, 0, 5, 5)
(120, 259, 37, 5, 5)
(121, 259, 74, 5, 5)
(122, 259, 111, 5, 5)
(123, 259, 148, 5, 5)
(124, 259, 185, 5, 5)
(125, 259, 222, 5, 5)
(126, 259, 259, 5, 5)
(127, 259, 296, 5, 5)
(128, 259, 333, 5, 5)
(129, 259, 370, 5, 5)
(130, 259, 407, 5, 5)
(131, 259, 444, 5, 5)
(132, 259, 481, 5, 5)
(133, 259, 518, 5, 5)
(134, 259, 555, 5, 5)
(135, 259, 592, 5, 5)
(136, 296, 0, 5, 5)
(137, 296, 37, 5, 5)
(138, 296, 74, 5, 5)
(139, 296, 111, 5, 5)
(140, 296, 148, 5, 5)
(141, 296, 185, 5, 5)
(142, 296, 222, 5, 5)
(143, 296, 259, 5, 5)
(144, 296, 296, 5, 5)
(145, 296, 333, 5, 5)
(146, 296, 370, 5, 5)
(147, 296, 407, 5, 5)
(148, 296, 444, 5, 5)
(149, 296, 481, 5, 5)
(150, 296, 518, 5, 5)
(151, 296, 555, 5, 5)
(152, 296, 592, 5, 5)
(153, 333, 0, 5, 5)
(154, 333, 37, 5, 5)
(155, 333, 74, 5, 5)
(156, 333, 111, 5, 5)
(157, 333, 148, 5, 5)
(158, 333, 185, 5, 5)
(159, 333, 222, 5, 5)
(160, 333, 259, 5, 5)
(161, 333, 296, 5, 5)
(162, 333, 333, 5, 5)
(163, 333, 370, 5, 5)
(164, 333, 407, 5, 5)
(165, 333, 444, 5, 5)
(166, 333, 481, 5, 5)
(167, 333, 518, 5, 5)
(168, 333, 555, 5, 5)
(169, 333, 592, 5, 5)
(170, 370, 0, 5, 5)
(171, 370, 37, 5, 5)
(172, 370, 74, 5, 5)
(173, 370, 111, 5, 5)
(174, 370, 148, 5, 5)
(175, 370, 185, 5, 5)
(176, 370, 222, 5, 5)
(177, 370, 259, 5, 5)
(178, 370, 296, 5, 5)
(179, 370, 333, 5, 5)
(180, 370, 370, 5, 5)
(181, 370, 407, 5, 5)
(182, 370, 444, 5, 5)
(183, 370, 481, 5, 5)
(184, 370, 518, 5, 5)
(185, 370, 555, 5, 5)
(186, 370, 592, 5, 5)
